category,category_rank,example_id,horizon,entity,slot_index,faction,feature_index,feature,actual,predicted,abs_error,start_value,target_change_from_start,predicted_change_from_start
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,0,hp,0.8080000281333923,0.72216796875,0.08583205938339233,0.8080000281333923,0.0,-0.08583205938339233
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,1,cooldown_or_energy,0.0,0.0116729736328125,0.0116729736328125,0.0,0.0,0.0116729736328125
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,2,dx,-0.12881281971931458,-0.11541748046875,0.013395339250564575,-0.12881281971931458,0.0,0.013395339250564575
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,3,dy,-0.14416387677192688,-0.2003173828125,0.05615350604057312,-0.14416387677192688,0.0,-0.05615350604057312
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,4,shield,0.0,-0.059783935546875,0.059783935546875,0.0,0.0,-0.059783935546875
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,5,dynamic_5,0.0,0.0165557861328125,0.0165557861328125,0.0,0.0,0.0165557861328125
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,6,dynamic_6,1.0,1.0263671875,0.0263671875,1.0,0.0,0.0263671875
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,7,dynamic_7,0.0,0.006023406982421875,0.006023406982421875,0.0,0.0,0.006023406982421875
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,8,dynamic_8,0.0,0.0274810791015625,0.0274810791015625,0.0,0.0,0.0274810791015625
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,9,dynamic_9,0.0,0.00011241436004638672,0.00011241436004638672,0.0,0.0,0.00011241436004638672
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,10,dynamic_10,0.0,-0.023040771484375,0.023040771484375,0.0,0.0,-0.023040771484375
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,11,dynamic_11,0.0,-0.040496826171875,0.040496826171875,0.0,0.0,-0.040496826171875
copying_dynamic_change,1,ep00199_t0082_item004817,1,A0,0,ally,12,dynamic_12,0.0,-0.0096893310546875,0.0096893310546875,0.0,0.0,-0.0096893310546875
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,0,hp,1.0,0.9482421875,0.0517578125,1.0,0.0,-0.0517578125
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,1,cooldown_or_energy,0.0,-0.08209228515625,0.08209228515625,0.0,0.0,-0.08209228515625
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,2,dx,-0.3961274027824402,-0.41259765625,0.016470253467559814,-0.3961274027824402,0.0,-0.016470253467559814
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,3,dy,-0.22977766394615173,-0.27978515625,0.05000749230384827,-0.21611085534095764,-0.013666808605194092,-0.06367430090904236
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,4,shield,0.0,-0.055938720703125,0.055938720703125,0.0,0.0,-0.055938720703125
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,5,dynamic_5,0.0,-0.01593017578125,0.01593017578125,0.0,0.0,-0.01593017578125
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,6,dynamic_6,1.0,0.9794921875,0.0205078125,1.0,0.0,-0.0205078125
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,7,dynamic_7,0.0,0.1392822265625,0.1392822265625,0.0,0.0,0.1392822265625
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,8,dynamic_8,0.0,-0.024322509765625,0.024322509765625,0.0,0.0,-0.024322509765625
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,9,dynamic_9,0.0,0.0009250640869140625,0.0009250640869140625,0.0,0.0,0.0009250640869140625
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,10,dynamic_10,0.0,-0.01556396484375,0.01556396484375,0.0,0.0,-0.01556396484375
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,11,dynamic_11,0.0,-0.0239105224609375,0.0239105224609375,0.0,0.0,-0.0239105224609375
copying_dynamic_change,1,ep00199_t0082_item004817,1,A1,1,ally,12,dynamic_12,0.0,-0.0297088623046875,0.0297088623046875,0.0,0.0,-0.0297088623046875
copying_dynamic_change,1,ep00199_t0082_item004817,1,E0,9,enemy,0,hp,1.0,0.97314453125,0.02685546875,1.0,0.0,-0.02685546875
copying_dynamic_change,1,ep00199_t0082_item004817,1,E0,9,enemy,1,dx,-0.191281259059906,-0.266357421875,0.075076162815094,-0.191281259059906,0.0,-0.075076162815094
copying_dynamic_change,1,ep00199_t0082_item004817,1,E0,9,enemy,2,dy,0.17021876573562622,0.1810302734375,0.01081150770187378,0.17021876573562622,0.0,0.01081150770187378
copying_dynamic_change,1,ep00199_t0082_item004817,1,E0,9,enemy,3,dynamic_3,0.0,-0.0309600830078125,0.0309600830078125,0.0,0.0,-0.0309600830078125
