category,category_rank,example_id,horizon,entity,slot_index,faction,feature_index,feature,actual,predicted,abs_error,start_value,target_change_from_start,predicted_change_from_start
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,0,hp,1.0,0.90625,0.09375,1.0,0.0,-0.09375
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,1,cooldown_or_energy,0.0,-0.03863525390625,0.03863525390625,0.0,0.0,-0.03863525390625
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,2,dx,-0.30736202001571655,-0.336181640625,0.028819620609283447,-0.35658079385757446,0.04921877384185791,0.020399153232574463
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,3,dy,-0.021730244159698486,-0.073486328125,0.051756083965301514,-0.021730244159698486,0.0,-0.051756083965301514
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,4,shield,0.0,-0.0823974609375,0.0823974609375,0.0,0.0,-0.0823974609375
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,5,dynamic_5,0.0,-0.02142333984375,0.02142333984375,0.0,0.0,-0.02142333984375
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,6,dynamic_6,0.0,0.01238250732421875,0.01238250732421875,0.0,0.0,0.01238250732421875
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,7,dynamic_7,1.0,1.107421875,0.107421875,1.0,0.0,0.107421875
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,8,dynamic_8,0.0,-0.041229248046875,0.041229248046875,0.0,0.0,-0.041229248046875
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,9,dynamic_9,0.0,-0.0001646280288696289,0.0001646280288696289,0.0,0.0,-0.0001646280288696289
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,10,dynamic_10,0.0,-0.03497314453125,0.03497314453125,0.0,0.0,-0.03497314453125
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,11,dynamic_11,0.0,-0.003665924072265625,0.003665924072265625,0.0,0.0,-0.003665924072265625
unstable_overshoot,1,ep00799_t0175_item016861,1,A1,1,ally,12,dynamic_12,0.0,0.03375244140625,0.03375244140625,0.0,0.0,0.03375244140625
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,0,hp,1.0,0.970703125,0.029296875,1.0,0.0,-0.029296875
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,1,dx,0.18421876430511475,0.1754150390625,0.008803725242614746,0.18421876430511475,0.0,-0.008803725242614746
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,2,dy,-0.014687508344650269,-0.016754150390625,0.0020666420459747314,-0.014687508344650269,0.0,-0.0020666420459747314
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,3,dynamic_3,0.0,-0.01934814453125,0.01934814453125,0.0,0.0,-0.01934814453125
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,4,dynamic_4,0.0,-0.0007848739624023438,0.0007848739624023438,0.0,0.0,-0.0007848739624023438
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,5,dynamic_5,0.0,0.0036411285400390625,0.0036411285400390625,0.0,0.0,0.0036411285400390625
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,6,dynamic_6,0.0,-0.009552001953125,0.009552001953125,0.0,0.0,-0.009552001953125
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,7,dynamic_7,0.0,-0.0017423629760742188,0.0017423629760742188,0.0,0.0,-0.0017423629760742188
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,8,dynamic_8,1.0,1.0087890625,0.0087890625,1.0,0.0,0.0087890625
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,9,dynamic_9,0.0,0.0003554821014404297,0.0003554821014404297,0.0,0.0,0.0003554821014404297
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,10,dynamic_10,0.0,0.00499725341796875,0.00499725341796875,0.0,0.0,0.00499725341796875
unstable_overshoot,1,ep00799_t0175_item016861,1,E0,9,enemy,11,dynamic_11,0.0,0.0030574798583984375,0.0030574798583984375,0.0,0.0,0.0030574798583984375
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,0,hp,1.0,0.876953125,0.123046875,1.0,0.0,-0.123046875
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,1,cooldown_or_energy,0.0,-0.03802490234375,0.03802490234375,0.0,0.0,-0.03802490234375
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,2,dx,-0.25814324617385864,-0.313720703125,0.05557745695114136,-0.35658079385757446,0.09843754768371582,0.04286009073257446
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,3,dy,-0.021730244159698486,-0.0306854248046875,0.008955180644989014,-0.021730244159698486,0.0,-0.008955180644989014
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,4,shield,0.0,-0.0692138671875,0.0692138671875,0.0,0.0,-0.0692138671875
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,5,dynamic_5,0.0,-0.008880615234375,0.008880615234375,0.0,0.0,-0.008880615234375
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,6,dynamic_6,0.0,0.005916595458984375,0.005916595458984375,0.0,0.0,0.005916595458984375
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,7,dynamic_7,1.0,1.12890625,0.12890625,1.0,0.0,0.12890625
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,8,dynamic_8,0.0,-0.031768798828125,0.031768798828125,0.0,0.0,-0.031768798828125
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,9,dynamic_9,0.0,-0.00013375282287597656,0.00013375282287597656,0.0,0.0,-0.00013375282287597656
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,10,dynamic_10,0.0,-0.036468505859375,0.036468505859375,0.0,0.0,-0.036468505859375
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,11,dynamic_11,0.0,-0.0139312744140625,0.0139312744140625,0.0,0.0,-0.0139312744140625
unstable_overshoot,1,ep00799_t0175_item016861,5,A1,1,ally,12,dynamic_12,0.0,-0.004947662353515625,0.004947662353515625,0.0,0.0,-0.004947662353515625
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,0,hp,1.0,0.97021484375,0.02978515625,1.0,0.0,-0.02978515625
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,1,dx,0.18421876430511475,0.1688232421875,0.015395522117614746,0.18421876430511475,0.0,-0.015395522117614746
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,2,dy,-0.014687508344650269,-0.0268707275390625,0.012183219194412231,-0.014687508344650269,0.0,-0.012183219194412231
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,3,dynamic_3,0.0,-0.02008056640625,0.02008056640625,0.0,0.0,-0.02008056640625
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,4,dynamic_4,0.0,-0.0026798248291015625,0.0026798248291015625,0.0,0.0,-0.0026798248291015625
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,5,dynamic_5,0.0,0.0027103424072265625,0.0027103424072265625,0.0,0.0,0.0027103424072265625
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,6,dynamic_6,0.0,-0.0091094970703125,0.0091094970703125,0.0,0.0,-0.0091094970703125
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,7,dynamic_7,0.0,-0.0018367767333984375,0.0018367767333984375,0.0,0.0,-0.0018367767333984375
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,8,dynamic_8,1.0,1.005859375,0.005859375,1.0,0.0,0.005859375
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,9,dynamic_9,0.0,0.00035643577575683594,0.00035643577575683594,0.0,0.0,0.00035643577575683594
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,10,dynamic_10,0.0,0.0036220550537109375,0.0036220550537109375,0.0,0.0,0.0036220550537109375
unstable_overshoot,1,ep00799_t0175_item016861,5,E0,9,enemy,11,dynamic_11,0.0,0.007198333740234375,0.007198333740234375,0.0,0.0,0.007198333740234375
