category,category_rank,example_id,horizon,horizon_label,entity,slot_index,faction,structurally_valid,target_present,predicted_presence,observed,target_x,predicted_x,target_y,predicted_y,position_error_l2,target_hp,predicted_hp,hp_abs_error
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A0,0,ally,True,False,0.013742320239543915,False,0.0,0.0079498291015625,0.0,-0.006893157958984375,0.010522139258682728,0.0,0.01045989990234375,0.01045989990234375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A1,1,ally,True,True,0.999045193195343,True,-0.30736202001571655,-0.336181640625,-0.021730244159698486,-0.073486328125,0.05923902988433838,1.0,0.90625,0.09375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A2,2,ally,True,False,0.013742320239543915,False,0.0,0.0079498291015625,0.0,-0.006893157958984375,0.010522139258682728,0.0,0.01045989990234375,0.01045989990234375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A3,3,ally,True,False,0.013742320239543915,False,0.0,0.0079498291015625,0.0,-0.006893157958984375,0.010522139258682728,0.0,0.01045989990234375,0.01045989990234375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A4,4,ally,True,False,0.013742320239543915,False,0.0,0.0079498291015625,0.0,-0.006893157958984375,0.010522139258682728,0.0,0.01045989990234375,0.01045989990234375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A5,5,ally,True,False,0.013742320239543915,False,0.0,0.0079498291015625,0.0,-0.006893157958984375,0.010522139258682728,0.0,0.01045989990234375,0.01045989990234375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A6,6,ally,True,False,0.013742320239543915,False,0.0,0.0079498291015625,0.0,-0.006893157958984375,0.010522139258682728,0.0,0.01045989990234375,0.01045989990234375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A7,7,ally,True,False,0.013742320239543915,False,0.0,0.0079498291015625,0.0,-0.006893157958984375,0.010522139258682728,0.0,0.01045989990234375,0.01045989990234375
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,A8,8,ally,False,False,0.6806663870811462,False,0.0,0.0030517578125,0.0,0.065185546875,0.06525694578886032,0.0,0.31298828125,0.31298828125
unstable_overshoot,1,ep00799_t0175_item016861,1,H1,E0,9,enemy,True,True,0.9999998807907104,True,0.18421876430511475,0.1754150390625,-0.014687508344650269,-0.016754150390625,0.009043040685355663,1.0,0.970703125,0.029296875
