category,category_rank,example_id,horizon,horizon_label,entity,slot_index,faction,structurally_valid,target_present,predicted_presence,observed,target_x,predicted_x,target_y,predicted_y,position_error_l2,target_hp,predicted_hp,hp_abs_error
good_eventful,1,ep00702_t0002_item014452,1,H1,A0,0,ally,True,True,0.9999421834945679,True,-0.13884374499320984,-0.0760498046875,-0.20605838298797607,-0.08135986328125,0.13961662352085114,1.0,1.05859375,0.05859375
good_eventful,1,ep00702_t0002_item014452,1,H1,A1,1,ally,True,True,0.9748690724372864,True,-0.06543508172035217,-0.08929443359375,-0.0838647186756134,-0.06500244140625,0.030414702370762825,0.3333333432674408,0.445068359375,0.1117350161075592
good_eventful,1,ep00702_t0002_item014452,1,H1,A2,2,ally,True,True,0.9984083771705627,True,-0.0408724844455719,-0.0394287109375,-0.10586780309677124,-0.0921630859375,0.013780557550489902,1.0,0.908203125,0.091796875
good_eventful,1,ep00702_t0002_item014452,1,H1,A3,3,ally,True,True,0.9986276626586914,True,-0.01742762327194214,-0.0289154052734375,-0.1527668535709381,-0.06903076171875,0.08452042192220688,1.0,0.88720703125,0.11279296875
good_eventful,1,ep00702_t0002_item014452,1,H1,A4,4,ally,True,True,0.9997468590736389,True,-0.216812402009964,-0.1806640625,0.05574989318847656,0.02825927734375,0.04541405662894249,1.0,1.060546875,0.060546875
good_eventful,1,ep00702_t0002_item014452,1,H1,A5,5,ally,True,True,0.9976310729980469,True,-0.09493759274482727,-0.060211181640625,-0.042687416076660156,0.0243988037109375,0.07554128021001816,0.8666666746139526,0.9169921875,0.05032551288604736
good_eventful,1,ep00702_t0002_item014452,1,H1,A6,6,ally,True,True,0.9998133778572083,True,-0.21759364008903503,-0.2373046875,-0.01768738031387329,-0.05694580078125,0.043928906321525574,1.0,0.994140625,0.005859375
good_eventful,1,ep00702_t0002_item014452,1,H1,A7,7,ally,False,False,0.6806663870811462,False,0.0,0.0030517578125,0.0,0.065185546875,0.06525694578886032,0.0,0.31298828125,0.31298828125
good_eventful,1,ep00702_t0002_item014452,1,H1,A8,8,ally,False,False,0.6806663870811462,False,0.0,0.0030517578125,0.0,0.065185546875,0.06525694578886032,0.0,0.31298828125,0.31298828125
good_eventful,1,ep00702_t0002_item014452,1,H1,E0,9,enemy,True,True,0.9999735355377197,True,0.019898951053619385,-0.0335693359375,0.07245486974716187,0.04376220703125,0.06068052724003792,1.0,0.8564453125,0.1435546875
good_eventful,1,ep00702_t0002_item014452,1,H1,E1,10,enemy,True,True,0.9999313354492188,True,0.004426002502441406,-0.007259368896484375,0.0634337067604065,0.0438232421875,0.022828014567494392,1.0,0.91015625,0.08984375
good_eventful,1,ep00702_t0002_item014452,1,H1,E2,11,enemy,True,True,0.9999985694885254,True,0.02845621109008789,0.0050506591796875,0.04999154806137085,0.0310516357421875,0.030108805745840073,1.0,0.95703125,0.04296875
good_eventful,1,ep00702_t0002_item014452,1,H1,E3,12,enemy,True,True,0.9999974966049194,True,0.07565003633499146,0.031982421875,-0.005776822566986084,-0.037261962890625,0.0538346953690052,1.0,0.96826171875,0.03173828125
good_eventful,1,ep00702_t0002_item014452,1,H1,E4,13,enemy,True,True,0.9999985694885254,True,0.056320011615753174,0.006404876708984375,-0.010610342025756836,-0.047332763671875,0.06196819245815277,1.0,0.95556640625,0.04443359375
good_eventful,1,ep00702_t0002_item014452,1,H1,E5,14,enemy,True,True,0.9999996423721313,True,0.0741376280784607,0.015838623046875,-0.030918776988983154,-0.04656982421875,0.06036331132054329,1.0,1.00390625,0.00390625
good_eventful,1,ep00702_t0002_item014452,1,H1,E6,15,enemy,False,False,0.6806663870811462,False,0.0,-0.00562286376953125,0.0,0.0030517578125,0.006397642195224762,0.0,0.31298828125,0.31298828125
good_eventful,1,ep00702_t0002_item014452,1,H1,E7,16,enemy,False,False,0.6806663870811462,False,0.0,-0.00562286376953125,0.0,0.0030517578125,0.006397642195224762,0.0,0.31298828125,0.31298828125
good_eventful,1,ep00702_t0002_item014452,1,H1,E8,17,enemy,False,False,0.6806663870811462,False,0.0,-0.00562286376953125,0.0,0.0030517578125,0.006397642195224762,0.0,0.31298828125,0.31298828125
good_eventful,1,ep00702_t0002_item014452,1,H1,E9,18,enemy,False,False,0.6806663870811462,False,0.0,-0.00562286376953125,0.0,0.0030517578125,0.006397642195224762,0.0,0.31298828125,0.31298828125
good_eventful,1,ep00702_t0002_item014452,5,H5,A0,0,ally,True,True,0.9818405508995056,True,-0.08962509036064148,-0.088134765625,-0.10762107372283936,-0.11907958984375,0.011555027216672897,1.0,0.96142578125,0.03857421875
good_eventful,1,ep00702_t0002_item014452,5,H5,A1,1,ally,True,False,0.03649376705288887,False,0.0,0.0107574462890625,0.0,0.0479736328125,0.049164947122335434,0.0,0.029205322265625,0.029205322265625
good_eventful,1,ep00702_t0002_item014452,5,H5,A2,2,ally,True,True,0.750552773475647,True,-0.13930979371070862,-0.18359375,-0.10586780309677124,-0.074951171875,0.05400839447975159,1.0,0.499267578125,0.500732421875
good_eventful,1,ep00702_t0002_item014452,5,H5,A3,3,ally,True,False,0.17638768255710602,False,0.0,-0.005191802978515625,0.0,0.01247406005859375,0.01351136527955532,0.0,0.07861328125,0.07861328125
good_eventful,1,ep00702_t0002_item014452,5,H5,A4,4,ally,True,True,0.9858275651931763,True,-0.26603108644485474,-0.254638671875,0.006531238555908203,-0.029693603515625,0.03797402232885361,1.0,0.99755859375,0.00244140625
