target_timestep,transition_action_timestep,slot_idx,entity,faction,action_id_if_ally,slot_present,observed_at_input_t,observed_at_target_t,one_step_presence_score,open_loop_presence_score,feature_idx,feature,feature_group,actual,reconstruction,one_step,open_loop,recon_abs_error,one_step_abs_error,open_loop_abs_error,one_minus_actual,open_loop_minus_actual
5,4,0,A0,ally,3,True,True,True,0.999998,0.999997,0,hp,health_shield,1.0,0.984751,0.981145,0.984382,0.015249,0.018855,0.015618,-0.018855,-0.015618
5,4,0,A0,ally,3,True,True,True,0.999998,0.999997,1,cooldown_or_energy,cooldown,0.0,-0.015719,-0.003581,0.01104,0.015719,0.003581,0.01104,-0.003581,0.01104
5,4,0,A0,ally,3,True,True,True,0.999998,0.999997,2,dx,position,-0.261776,-0.242115,-0.246074,-0.289465,0.019661,0.015702,0.027689,0.015702,-0.027689
5,4,0,A0,ally,3,True,True,True,0.999998,0.999997,3,dy,position,-0.164238,-0.175185,-0.178591,-0.177367,0.010946,0.014353,0.013128,-0.014353,-0.013128
5,4,0,A0,ally,3,True,True,True,0.999998,0.999997,4,shield,health_shield,1.0,0.98345,0.997084,0.992459,0.01655,0.002916,0.007541,-0.002916,-0.007541
5,4,1,A1,ally,1,True,True,True,0.999996,0.999992,0,hp,health_shield,1.0,1.00852,0.99751,1.004058,0.00852,0.00249,0.004058,-0.00249,0.004058
5,4,1,A1,ally,1,True,True,True,0.999996,0.999992,1,cooldown_or_energy,cooldown,0.0,0.005118,-0.025261,-0.03053,0.005118,0.025261,0.03053,-0.025261,-0.03053
5,4,1,A1,ally,1,True,True,True,0.999996,0.999992,2,dx,position,-0.226286,-0.228758,-0.220616,-0.208624,0.002472,0.00567,0.017663,0.00567,0.017663
5,4,1,A1,ally,1,True,True,True,0.999996,0.999992,3,dy,position,-0.18064,-0.152073,-0.150142,-0.155112,0.028566,0.030497,0.025527,0.030497,0.025527
5,4,1,A1,ally,1,True,True,True,0.999996,0.999992,4,shield,health_shield,1.0,1.002299,0.989015,0.964827,0.002299,0.010985,0.035173,-0.010985,-0.035173
5,4,2,A2,ally,5,True,True,True,1.0,1.0,0,hp,health_shield,1.0,0.967871,0.972214,0.973288,0.032129,0.027786,0.026712,-0.027786,-0.026712
5,4,2,A2,ally,5,True,True,True,1.0,1.0,1,cooldown_or_energy,cooldown,0.0,0.011096,0.019139,0.007784,0.011096,0.019139,0.007784,0.019139,0.007784
5,4,2,A2,ally,5,True,True,True,1.0,1.0,2,dx,position,-0.358187,-0.351245,-0.351545,-0.359673,0.006942,0.006642,0.001486,0.006642,-0.001486
5,4,2,A2,ally,5,True,True,True,1.0,1.0,3,dy,position,0.064469,0.082456,0.102821,0.100775,0.017988,0.038352,0.036307,0.038352,0.036307
5,4,2,A2,ally,5,True,True,True,1.0,1.0,4,shield,health_shield,1.0,0.968514,0.968072,0.962256,0.031486,0.031928,0.037744,-0.031928,-0.037744
5,4,3,A3,ally,5,True,True,True,0.999998,0.999999,0,hp,health_shield,1.0,0.95226,0.968348,0.975935,0.04774,0.031652,0.024065,-0.031652,-0.024065
5,4,3,A3,ally,5,True,True,True,0.999998,0.999999,1,cooldown_or_energy,cooldown,0.0,-0.02283,-0.013051,-0.02536,0.02283,0.013051,0.02536,-0.013051,-0.02536
5,4,3,A3,ally,5,True,True,True,0.999998,0.999999,2,dx,position,-0.317562,-0.322471,-0.318796,-0.319584,0.004908,0.001233,0.002022,-0.001233,-0.002022
5,4,3,A3,ally,5,True,True,True,0.999998,0.999999,3,dy,position,-6.3e-05,0.040923,0.052237,0.081923,0.040986,0.0523,0.081986,0.0523,0.081986
5,4,3,A3,ally,5,True,True,True,0.999998,0.999999,4,shield,health_shield,1.0,1.026607,1.044608,1.035449,0.026607,0.044608,0.035449,0.044608,0.035449
5,4,9,E0,enemy,,True,True,True,0.999906,0.999929,0,hp,health_shield,1.0,1.011527,1.014904,1.014172,0.011527,0.014904,0.014172,0.014904,0.014172
5,4,9,E0,enemy,,True,True,True,0.999906,0.999929,1,dx,position,-0.01123,-0.043998,-0.013052,-0.005529,0.032769,0.001822,0.005701,-0.001822,0.005701
5,4,9,E0,enemy,,True,True,True,0.999906,0.999929,2,dy,position,0.016031,-0.012645,-0.02668,-0.046936,0.028676,0.042711,0.062967,-0.042711,-0.062967
5,4,9,E0,enemy,,True,True,True,0.999906,0.999929,3,shield,health_shield,1.0,0.953161,0.978443,0.993455,0.046839,0.021557,0.006545,-0.021557,-0.006545
5,4,10,E1,enemy,,True,True,True,0.999997,0.999997,0,hp,health_shield,1.0,1.030535,1.033485,1.032023,0.030535,0.033485,0.032023,0.033485,0.032023
5,4,10,E1,enemy,,True,True,True,0.999997,0.999997,1,dx,position,-0.052005,-0.0528,-0.02672,-0.018368,0.000795,0.025284,0.033637,0.025284,0.033637
5,4,10,E1,enemy,,True,True,True,0.999997,0.999997,2,dy,position,0.005055,-0.030368,-0.034011,-0.054295,0.035424,0.039067,0.05935,-0.039067,-0.05935
5,4,10,E1,enemy,,True,True,True,0.999997,0.999997,3,shield,health_shield,1.0,0.97855,0.985606,0.954094,0.02145,0.014394,0.045906,-0.014394,-0.045906
5,4,11,E2,enemy,,True,True,True,0.999997,0.999997,0,hp,health_shield,1.0,1.01437,1.024558,1.02387,0.01437,0.024558,0.02387,0.024558,0.02387
5,4,11,E2,enemy,,True,True,True,0.999997,0.999997,1,dx,position,-0.01123,-0.035177,-0.02329,-0.027898,0.023947,0.012061,0.016668,-0.012061,-0.016668
5,4,11,E2,enemy,,True,True,True,0.999997,0.999997,2,dy,position,-0.023031,-0.048446,-0.062353,-0.097039,0.025415,0.039321,0.074007,-0.039321,-0.074007
